node_id,Clustering_Coefficient
27,0.43698388391609877
0,0.9341719077568135
57,0.4638676251770316
70,0.8209027441764014
74,0.37138463711890285
86,0.45874448599470957
94,0.3709397854837483
100,0.3740250004787791
113,0.48922052320895687
138,0.8742784576310321
154,0.8763856664088683
166,0.6460745362809857
178,0.4133696323006507
230,0.371296994870214
235,0.9489513256826276
242,0.7777301577583215
246,0.3554436534120507
262,0.9342270632593214
269,0.40002523022581055
275,0.7845707555400454
280,0.49629928111619814
294,0.36520278403992207
304,0.5191061876694394
308,0.39399902231957773
309,0.5660299312832591
324,0.38131325833151697
347,0.7083113617004015
364,0.4739576553013716
367,0.4055947789600633
378,0.7037373806043713
401,0.7145736105218498
413,0.8018974826138157
416,0.3888890574050201
419,0.5290427498528982
451,0.5313102766100258
6,0.5296434053607274
1,0.9556257037156185
7,0.5345029379448717
14,0.5425766322882853
15,0.779340160265508
16,0.6953920230869367
19,0.43990557774448497
23,0.514666824865151
32,0.7531528553869672
45,0.543864404774813
46,0.4023892737652517
49,0.9382304096444827
52,0.5577942735949099
63,0.6566017684067336
68,0.44903378738169264
76,0.525420689524996
78,0.4568706154888434
95,0.5547753658241625
101,0.5594323901318531
102,0.4281291076383818
110,0.83010639100581
112,0.9323452827903597
115,0.6010329840094998
127,0.5461750663129974
129,0.7422234296470223
134,0.9350812560253409
136,0.4040037249767189
139,0.5722412795624149
153,0.5735104104092759
157,0.656719120228602
159,0.6540652142958849
167,0.9096636485695597
170,0.4577132194181491
173,0.9426941084666407
176,0.4964833732886724
184,0.45849910362405355
185,0.9498018272202069
193,0.5125370756893332
195,0.9508065836881756
201,0.7326454226691756
202,0.8086221019945516
204,0.4919417728099818
217,0.5758684288007822
221,0.8786146988227226
227,0.7549308954794126
241,0.553838364858658
247,0.6026065117832574
251,0.5724627038507815
252,0.6100276338514681
256,0.8544993500136416
257,0.9375081945719156
264,0.4498024744342467
266,0.4180489878844725
268,0.504716285614381
271,0.6874901288328332
274,0.6528710930136108
290,0.4942098847517731
293,0.46954713644847573
298,0.5625024630541872
302,0.5419200008570955
307,0.45298556729193223
321,0.7772045985351806
323,0.41343399028495403
326,0.4522103963093465
331,0.4302819847711489
336,0.5572652231393941
342,0.4750199926048859
349,0.9144141167140308
350,0.5368899698619997
354,0.7967471230941797
355,0.5985931038064755
360,0.517334479015919
361,0.7972743198680956
366,0.49570289867795003
368,0.3632800114148012
369,0.48164829453990815
383,0.3980647885410915
393,0.7683248317544686
394,0.6368247829843255
396,0.607234045397428
398,0.9350865702243991
402,0.41172162725531963
406,0.6653745094988678
408,0.43180319126541955
417,0.8028849985389049
420,0.5465493768981046
428,0.4563431328133609
434,0.37090796617565025
435,0.9312869768461033
437,0.9518843208383716
438,0.8355574520909302
441,0.6566813076161873
444,0.5903533887795979
8,0.8702518598189477
2,0.9406558243306716
26,0.7516999074990669
33,0.9565727288639944
38,0.6441673276608019
40,0.6218880735203347
50,0.854673227130312
53,0.5320641282565131
65,0.8635987223470957
66,0.7026146020113823
67,0.7267783954875624
71,0.7615829694323144
81,0.9343219786807058
82,0.5578883921844392
84,0.7375872602438021
90,0.8457375330409487
123,0.7523770536542765
133,0.6151154358567887
140,0.8074301369863014
142,0.7497258373521833
143,0.8036178256104619
150,0.821582556563873
162,0.6772770106936534
163,0.8486026313526529
168,0.9186498658725666
180,0.7136191582655623
190,0.7202484054367982
200,0.6316227604903347
222,0.8561190283534521
223,0.9592451943781075
229,0.9344619036852815
237,0.7408597311065998
245,0.9607637676097334
259,0.7888459590307799
272,0.7648414829278876
276,0.8679498412003066
279,0.8434208726576392
305,0.5198798544892772
306,0.5473832688913172
313,0.5620211102423769
319,0.7668229583902738
348,0.5881696228143164
372,0.6468540498104476
376,0.7952939235912857
381,0.7354713103672057
388,0.7931637419517737
390,0.6925784245699886
407,0.7408114291398304
411,0.9434622790127779
423,0.9388915331323708
430,0.9550622841398579
432,0.9358743810268438
440,0.6087266048253327
449,0.8147773139920926
4,0.8837053130555007
3,0.7167031371641382
5,0.9414330396855003
9,0.7003202882594335
10,0.9040897575099529
11,0.9380642764257848
13,0.7887244614529967
18,0.9177978248039794
21,0.9150618191846303
28,0.8525826603687338
39,0.8347419729898936
41,0.7722913505311078
43,0.8664572578812376
47,0.6605514490444223
51,0.9402899107228568
55,0.7047938386184955
64,0.9049235244853882
72,0.8856238547392971
85,0.9395584244113548
87,0.9300667998071758
91,0.8689970597843842
96,0.8756044434763668
104,0.8944542867879959
106,0.8700026228034021
107,0.9447007442947654
109,0.9636540158870256
125,0.756305120522121
126,0.8598574085554866
128,0.9126482785225191
130,0.9259614003160768
144,0.8472348968789926
145,0.8780664290000353
147,0.8792158004561557
152,0.8027047369315561
160,0.9442202254035943
161,0.9360109539023277
171,0.8668088937602756
175,0.9186499350930333
179,0.9067477364351332
189,0.9032258064516129
192,0.7620933284502228
194,0.9042331288343558
206,0.8888538247917193
210,0.8837050029232439
215,0.949543937708565
219,0.6845654663443186
228,0.8891544450479811
231,0.9364718235911795
232,0.9447985308415253
238,0.9031854937515315
240,0.7407809536267905
244,0.8318908326358978
250,0.9384092520599525
260,0.9013561741613133
263,0.9036589342276877
265,0.9299326980742321
270,0.8854618103580759
284,0.9269312846777635
285,0.8830544335449125
286,0.777618177069731
289,0.9384291165916728
291,0.9342753861321065
292,0.9428013145039524
295,0.9085620115358686
296,0.8061007957559682
301,0.902035298918588
312,0.8670329147640792
314,0.8303938859494415
317,0.9289774501842714
325,0.8203890848499275
330,0.7456060273402744
337,0.8906463195691203
339,0.7752141375890361
344,0.7525818639798488
351,0.8699500102019996
356,0.8765080113100848
363,0.8994412188414022
373,0.8785768389160074
379,0.9319006577455206
382,0.9002153484729836
395,0.894431296115829
409,0.8467761934283943
415,0.8466862621597032
418,0.8155409719232083
421,0.9150424897914138
427,0.9379159506327136
445,0.7490403866508538
448,0.8738417490890161
452,0.8723877612238776
60,0.7859004384651957
80,0.858729706636286
118,0.8626089639743887
121,0.7244857247729848
151,0.8796282527881041
156,0.7167181800462228
261,0.7169091703350247
278,0.7697606320257842
316,0.776873744750776
329,0.8464889800102512
404,0.8839204895180853
69,0.818535723154681
158,0.7803730638070586
169,0.6814213310643336
213,0.9185229185229186
249,0.9021624073794042
352,0.7851161020175105
12,0.8591377440347071
22,0.9399818813226635
24,0.9568552253116012
25,0.9556004036326943
29,0.9261272141706924
31,0.9523116126683655
34,0.9301699478377924
36,0.9229714912280702
44,0.9312030731622141
61,0.8132881611142481
73,0.9380196523053665
77,0.8892905558065973
92,0.8228539156626506
93,0.9745079910183595
98,0.889794255449175
99,0.9528183247249046
103,0.9507379919946631
108,0.9299724428594586
119,0.8178765648381328
122,0.8332001009761023
131,0.9016372141372141
132,0.8482756628733176
146,0.9569458459468551
155,0.9749406880189798
165,0.9060346276685157
172,0.7920740888558315
182,0.8493378954852471
183,0.9391912435390696
197,0.9126714483452876
203,0.8495115360631885
207,0.7058978491291142
211,0.915524208543025
233,0.9606586363134048
248,0.9167415618134611
253,0.968111302634819
267,0.917965803369374
277,0.955689471818504
282,0.8922018348623854
288,0.9665348183616114
299,0.9400086505190312
315,0.8740246664988673
320,0.8848966212808875
333,0.9415698137239293
334,0.8818181818181818
335,0.93008
353,0.9446438431805633
357,0.9263301500682128
358,0.8578270733551803
362,0.9650138434432419
365,0.9366365922200858
371,0.9158863920099876
377,0.9385715974932008
380,0.9465190855487742
384,0.8489156626506024
385,0.9465652803641631
389,0.92673256571801
392,0.9277025158971524
400,0.8454272363150868
403,0.8367803657036188
405,0.9405444126074498
410,0.9277025158971524
412,0.9534526583350985
414,0.9405444126074498
425,0.8664697494398045
429,0.6622414364781799
431,0.855259916235526
442,0.8423156266116555
443,0.9598722262125279
450,0.9363729377158204
17,0.860061861467804
20,0.9564077497333807
56,0.9051173344479608
75,0.9776192020759001
79,0.638095238095238
114,0.9588089049610126
116,0.9450242419262059
149,0.9638659884230837
174,0.9209826318260054
181,0.9673500379650721
186,0.970473401659346
224,0.9774071807425541
234,0.9667129406084017
236,0.9042920572274297
239,0.8095090344953458
243,0.8275987989937515
273,0.9743155517922665
311,0.9675347023058392
328,0.9430427350427351
345,0.8309608540925267
346,0.8774682576754852
370,0.8714040266091018
374,0.971825121443442
422,0.9662288930581614
424,0.8783561452025064
455,0.934769833496572
196,0.9233966745843231
212,0.9362104353462245
327,0.9417399804496579
359,0.9483122362869199
111,0.8522885982732351
164,0.8800059439780072
281,0.8760961596613245
117,0.881916309330179
258,0.9227145847871598
303,0.9182367579097049
436,0.9176514032496307
30,0.9091915836101883
35,0.9242955064737243
37,0.9152843601895735
62,0.953067071115605
89,0.8389445557782231
105,0.9129146919431279
124,0.7806565582216988
199,0.8253081899182229
208,0.9205776173285198
209,0.8252215150380632
216,0.9578101456554495
218,0.9035269709543569
220,0.9086378737541528
283,0.9024469291848971
297,0.918197984588026
300,0.9595375722543352
318,0.9309664694280079
322,0.8228456913827655
338,0.9589575727055268
386,0.9475681269403242
391,0.8228456913827655
399,0.9110401970663979
426,0.9173228346456693
433,0.9247938869897446
439,0.9575821845174973
453,0.9561812233567959
54,0.937213819897322
59,0.9407854616416637
83,0.9522754732178816
97,0.9314663310258023
137,0.9427550357374919
198,0.9331899984073897
214,0.9491466629665603
255,0.9391592920353983
341,0.9382278784968183
48,0.9414587332053743
120,0.9822741028966709
135,0.9659239842726082
187,0.9821905609973286
188,0.9775601795185639
226,0.9332208293153327
254,0.9812917594654789
332,0.9643705463182898
387,0.9643705463182898
447,0.9423455517015094
375,0.9365919724205861
141,0.9184341859014348
191,0.9355582897569978
287,0.8876972386587771
310,0.923969864698647
148,0.775840597758406
42,0.9444444444444444
397,0.9453125
58,0.9174930583101943
88,0.8581201665675193
343,0.9180327868852459
454,0.8472222222222222
340,0.9748520710059172
446,0.977810650887574
177,0.971945701357466
205,0.9731136166522116
225,0.9725897920604915
