Edge_Number,Degree_Centrality
6.0,1.2339331619537275
1.0,0.5449871465295629
7.0,1.524421593830334
14.0,1.5347043701799485
15.0,1.0385604113110538
16.0,1.223650385604113
19.0,1.7634961439588688
23.0,1.588688946015424
27.0,1.7583547557840615
32.0,1.0668380462724936
45.0,1.5732647814910024
46.0,1.8586118251928019
49.0,0.6169665809768637
52.0,1.473007712082262
63.0,1.1773778920308482
68.0,1.825192802056555
74.0,1.910025706940874
76.0,1.4473007712082262
78.0,1.7069408740359895
86.0,1.6889460154241644
94.0,1.9151670951156812
95.0,1.5167095115681233
101.0,1.4473007712082262
102.0,1.8303341902313623
110.0,0.87146529562982
112.0,0.6169665809768637
115.0,1.455012853470437
127.0,1.5012853470437018
129.0,1.1002570694087404
134.0,0.5758354755784061
136.0,1.8534704370179946
139.0,1.4215938303341902
153.0,1.377892030848329
157.0,1.1876606683804627
159.0,1.2802056555269923
167.0,0.5861182519280205
170.0,1.588688946015424
173.0,0.6041131105398457
176.0,1.6169665809768636
178.0,1.8329048843187659
184.0,1.7377892030848328
185.0,0.5989717223650385
193.0,1.6169665809768636
195.0,0.5501285347043702
201.0,1.025706940874036
202.0,0.8046272493573264
204.0,1.588688946015424
217.0,1.455012853470437
221.0,0.7763496143958868
227.0,1.0591259640102828
230.0,1.9023136246786632
241.0,1.5141388174807198
246.0,1.9640102827763495
247.0,1.3573264781491001
251.0,1.4138817480719794
252.0,1.2930591259640103
256.0,0.845758354755784
257.0,0.5912596401028277
264.0,1.7583547557840615
266.0,1.8149100257069408
268.0,1.647814910025707
269.0,1.8637532133676091
271.0,1.0539845758354756
274.0,1.2570694087403598
290.0,1.5938303341902313
293.0,1.6426735218508997
294.0,1.8868894601542414
298.0,1.3984575835475577
302.0,1.5192802056555268
304.0,1.524421593830334
307.0,1.730077120822622
308.0,1.825192802056555
321.0,1.0282776349614395
323.0,1.8637532133676091
324.0,1.9511568123393315
326.0,1.7763496143958868
331.0,1.7892030848329048
336.0,1.416452442159383
342.0,1.5655526992287916
349.0,0.5912596401028277
350.0,1.5038560411311053
354.0,0.9048843187660668
355.0,1.300771208226221
360.0,1.6195372750642671
361.0,0.948586118251928
364.0,1.6221079691516709
366.0,1.6092544987146529
367.0,1.8508997429305911
368.0,1.9305912596401027
369.0,1.6966580976863752
383.0,1.8766066838046271
393.0,1.0411311053984575
394.0,1.2287917737789202
396.0,1.331619537275064
398.0,0.6349614395886889
402.0,1.768637532133676
406.0,1.1953727506426735
408.0,1.7763496143958868
417.0,0.9331619537275063
419.0,1.601542416452442
420.0,1.480719794344473
434.0,1.9074550128534702
435.0,0.5552699228791773
437.0,0.583547557840617
438.0,0.858611825192802
441.0,1.1285347043701799
444.0,1.3521850899742929
8.0,0.832904884318766
2.0,0.6503856041131105
26.0,0.8380462724935732
33.0,0.5989717223650385
38.0,1.172236503856041
40.0,1.3084832904884318
50.0,0.6838046272493573
53.0,1.3213367609254498
65.0,0.832904884318766
66.0,1.1002570694087404
67.0,1.0925449871465296
71.0,1.056555269922879
81.0,0.6915167095115681
82.0,1.5089974293059125
84.0,1.1131105398457584
90.0,0.9177377892030848
100.0,1.953727506426735
123.0,1.0077120822622108
133.0,1.19280205655527
140.0,0.7146529562982005
142.0,0.9125964010282775
143.0,0.9794344473007711
150.0,0.7197943444730076
162.0,1.167095115681234
163.0,0.8483290488431876
168.0,0.7120822622107968
180.0,1.1285347043701799
190.0,1.043701799485861
200.0,1.2930591259640103
222.0,0.8688946015424164
223.0,0.5655526992287917
229.0,0.6632390745501285
237.0,1.1131105398457584
245.0,0.5655526992287917
259.0,1.030848329048843
272.0,0.9460154241645243
276.0,0.8251928020565552
279.0,0.8534704370179947
305.0,1.4781491002570692
306.0,1.5192802056555268
313.0,1.313624678663239
319.0,1.012853470437018
348.0,1.429305912596401
372.0,1.0925449871465296
376.0,0.9665809768637531
381.0,1.0385604113110538
388.0,0.9768637532133675
390.0,1.1079691516709511
407.0,0.9511568123393316
411.0,0.5938303341902313
423.0,0.6863753213367608
430.0,0.5681233933161953
432.0,0.6915167095115681
440.0,1.275064267352185
449.0,0.9305912596401028
4.0,0.5552699228791773
3.0,1.0719794344473006
5.0,0.665809768637532
9.0,1.017994858611825
10.0,0.5501285347043702
11.0,0.5784061696658097
13.0,0.8946015424164524
18.0,0.390745501285347
21.0,0.7455012853470436
28.0,0.7969151670951157
39.0,0.7506426735218509
41.0,0.8946015424164524
43.0,0.8508997429305912
47.0,1.0976863753213366
51.0,0.6298200514138818
55.0,1.0231362467866323
64.0,0.5295629820051414
72.0,0.6066838046272494
85.0,0.7223650385604112
87.0,0.6066838046272494
91.0,0.5089974293059125
96.0,0.7377892030848329
104.0,0.48843187660668375
106.0,0.5681233933161953
107.0,0.6426735218508997
109.0,0.5758354755784061
125.0,1.0025706940874035
126.0,0.6298200514138818
128.0,0.7300771208226221
130.0,0.7300771208226221
144.0,0.7917737789203084
145.0,0.5861182519280205
147.0,0.5141388174807198
152.0,0.7146529562982005
160.0,0.4087403598971722
161.0,0.37532133676092544
171.0,0.5552699228791773
175.0,0.3856041131105398
179.0,0.6195372750642673
189.0,0.665809768637532
192.0,0.8894601542416452
194.0,0.5501285347043702
206.0,0.4344473007712082
210.0,0.8406169665809768
219.0,1.1182519280205654
228.0,0.5809768637532133
231.0,0.416452442159383
232.0,0.34190231362467866
238.0,0.49614395886889456
240.0,0.9408740359897172
244.0,0.781491002570694
250.0,0.7223650385604112
260.0,0.5038560411311054
263.0,0.7197943444730076
265.0,0.6169665809768637
270.0,0.6375321336760925
284.0,0.3856041131105398
285.0,0.5578406169665809
286.0,0.9717223650385604
289.0,0.6683804627249357
291.0,0.3933161953727506
292.0,0.37532133676092544
295.0,0.6966580976863753
296.0,0.7455012853470436
301.0,0.4858611825192802
312.0,0.5089974293059125
314.0,0.7043701799485861
317.0,0.6092544987146529
325.0,0.7506426735218509
330.0,1.025706940874036
337.0,0.583547557840617
344.0,0.9305912596401028
351.0,0.5012853470437018
356.0,0.506426735218509
363.0,0.5321336760925449
373.0,0.5372750642673522
379.0,0.5604113110539846
382.0,0.5578406169665809
395.0,0.6555269922879177
409.0,0.6298200514138818
415.0,0.9151670951156812
418.0,0.9074550128534704
421.0,0.7583547557840616
427.0,0.6375321336760925
445.0,0.9794344473007711
448.0,0.5012853470437018
452.0,0.5115681233933161
60.0,0.8303341902313625
80.0,0.6015424164524421
118.0,0.390745501285347
121.0,0.87146529562982
151.0,0.40359897172236503
156.0,0.9460154241645243
261.0,0.8483290488431876
278.0,0.7917737789203084
316.0,0.7275064267352185
329.0,0.37017994858611825
404.0,0.5809768637532133
69.0,0.9023136246786632
158.0,0.7634961439588689
169.0,1.0668380462724936
213.0,0.5192802056555269
249.0,0.5912596401028277
352.0,0.9434447300771207
12.0,0.4704370179948586
22.0,0.2853470437017995
29.0,0.2982005141388175
34.0,0.25964010282776345
36.0,0.5938303341902313
44.0,0.25449871465295626
77.0,0.33676092544987146
93.0,0.2982005141388175
99.0,0.5269922879177378
103.0,0.5449871465295629
108.0,0.2853470437017995
119.0,0.820051413881748
122.0,0.5269922879177378
131.0,0.31876606683804626
155.0,0.2056555269922879
165.0,0.2750642673521851
172.0,0.820051413881748
182.0,0.7352185089974292
197.0,0.31876606683804626
211.0,0.7069408740359897
233.0,0.5809768637532133
248.0,0.7069408740359897
253.0,0.2262210796915167
267.0,0.7017994858611825
282.0,0.33419023136246784
288.0,0.47300771208226217
315.0,0.31876606683804626
333.0,0.27763496143958866
357.0,0.29562982005141386
362.0,0.2236503856041131
365.0,0.6478149100257069
385.0,0.33676092544987146
389.0,0.5475578406169666
403.0,0.7120822622107968
412.0,0.5861182519280205
443.0,0.5732647814910026
450.0,0.2056555269922879
17.0,0.6272493573264781
20.0,0.3856041131105398
56.0,0.4524421593830334
75.0,0.2622107969151671
79.0,0.10796915167095116
114.0,0.31876606683804626
116.0,0.3881748071979434
149.0,0.37017994858611825
174.0,0.28791773778920304
181.0,0.467866323907455
186.0,0.30591259640102825
224.0,0.34190231362467866
234.0,0.44987146529562977
236.0,0.47300771208226217
239.0,0.5758354755784061
243.0,0.5424164524421593
273.0,0.28277634961439585
311.0,0.31619537275064263
328.0,0.42673521850899737
345.0,0.5012853470437018
346.0,0.5244215938303342
370.0,0.5192802056555269
374.0,0.2853470437017995
422.0,0.36246786632390743
424.0,0.5912596401028277
455.0,0.42673521850899737
196.0,0.2982005141388175
327.0,0.2570694087403599
359.0,0.2210796915167095
111.0,0.6221079691516709
164.0,0.5732647814910026
281.0,0.5681233933161953
117.0,0.6632390745501285
258.0,0.2750642673521851
303.0,0.27249357326478146
436.0,0.26735218508997427
30.0,0.15681233933161953
35.0,0.40359897172236503
37.0,0.15167095115681234
62.0,0.38046272493573263
89.0,0.416452442159383
105.0,0.15167095115681234
124.0,0.5655526992287917
199.0,0.4370179948586118
208.0,0.12339331619537275
209.0,0.4318766066838046
216.0,0.15681233933161953
218.0,0.16195372750642673
220.0,0.15681233933161953
283.0,0.2853470437017995
297.0,0.15167095115681234
300.0,0.2030848329048843
318.0,0.2262210796915167
322.0,0.416452442159383
338.0,0.30591259640102825
386.0,0.1979434447300771
391.0,0.416452442159383
399.0,0.4627249357326478
426.0,0.11825192802056554
433.0,0.33419023136246784
439.0,0.34704370179948585
453.0,0.33676092544987146
54.0,0.2982005141388175
59.0,0.31876606683804626
83.0,0.3033419023136247
97.0,0.31362467866323906
137.0,0.30848329048843187
198.0,0.27763496143958866
214.0,0.2982005141388175
255.0,0.326478149100257
341.0,0.3213367609254498
48.0,0.2622107969151671
120.0,0.1722365038560411
135.0,0.09768637532133675
187.0,0.16966580976863752
188.0,0.1773778920308483
226.0,0.2287917737789203
254.0,0.16966580976863752
332.0,0.10282776349614395
387.0,0.10282776349614395
447.0,0.37017994858611825
375.0,0.2287917737789203
191.0,0.28277634961439585
310.0,0.28277634961439585
177.0,0.11825192802056554
205.0,0.12082262210796914
225.0,0.11568123393316194
